Code Domaine,Domaine,Code Pays,Pays,Code Élément,Élément,Code Produit,Produit,Code Année,Année,Unité,Valeur,Symbole,Description du Symbole
"FBS","Bilans Alimentaires","3","Albanie","645","Disponibilité alimentaire en quantité (kg/personne/an)","2805","Riz (Eq Blanchi)","2013","2013","kg","7.78","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","3","Albanie","645","Disponibilité alimentaire en quantité (kg/personne/an)","2513","Orge","2013","2013","kg","0.16","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","3","Albanie","645","Disponibilité alimentaire en quantité (kg/personne/an)","2514","Maïs","2013","2013","kg","1.79","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","3","Albanie","645","Disponibilité alimentaire en quantité (kg/personne/an)","2515","Seigle","2013","2013","kg","0.69","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","3","Albanie","645","Disponibilité alimentaire en quantité (kg/personne/an)","2516","Avoine","2013","2013","kg","0.13","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","3","Albanie","645","Disponibilité alimentaire en quantité (kg/personne/an)","2520","Céréales, Autres","2013","2013","kg","0.08","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","4","Algérie","645","Disponibilité alimentaire en quantité (kg/personne/an)","2511","Blé","2013","2013","kg","185.42","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","4","Algérie","645","Disponibilité alimentaire en quantité (kg/personne/an)","2805","Riz (Eq Blanchi)","2013","2013","kg","2.97","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","4","Algérie","645","Disponibilité alimentaire en quantité (kg/personne/an)","2513","Orge","2013","2013","kg","13.18","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","4","Algérie","645","Disponibilité alimentaire en quantité (kg/personne/an)","2514","Maïs","2013","2013","kg","15.99","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","4","Algérie","645","Disponibilité alimentaire en quantité (kg/personne/an)","2515","Seigle","2013","2013","kg","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","4","Algérie","645","Disponibilité alimentaire en quantité (kg/personne/an)","2516","Avoine","2013","2013","kg","0.01","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","4","Algérie","645","Disponibilité alimentaire en quantité (kg/personne/an)","2518","Sorgho","2013","2013","kg","0.07","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","4","Algérie","645","Disponibilité alimentaire en quantité (kg/personne/an)","2520","Céréales, Autres","2013","2013","kg","0.03","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","79","Allemagne","645","Disponibilité alimentaire en quantité (kg/personne/an)","2511","Blé","2013","2013","kg","83.41","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","79","Allemagne","645","Disponibilité alimentaire en quantité (kg/personne/an)","2805","Riz (Eq Blanchi)","2013","2013","kg","3.34","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","79","Allemagne","645","Disponibilité alimentaire en quantité (kg/personne/an)","2513","Orge","2013","2013","kg","0.3","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","79","Allemagne","645","Disponibilité alimentaire en quantité (kg/personne/an)","2514","Maïs","2013","2013","kg","12.13","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","79","Allemagne","645","Disponibilité alimentaire en quantité (kg/personne/an)","2515","Seigle","2013","2013","kg","9.59","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","79","Allemagne","645","Disponibilité alimentaire en quantité (kg/personne/an)","2516","Avoine","2013","2013","kg","1.54","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","79","Allemagne","645","Disponibilité alimentaire en quantité (kg/personne/an)","2517","Millet","2013","2013","kg","0.12","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","79","Allemagne","645","Disponibilité alimentaire en quantité (kg/personne/an)","2520","Céréales, Autres","2013","2013","kg","0.68","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","7","Angola","645","Disponibilité alimentaire en quantité (kg/personne/an)","2511","Blé","2013","2013","kg","40.72","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","7","Angola","645","Disponibilité alimentaire en quantité (kg/personne/an)","2805","Riz (Eq Blanchi)","2013","2013","kg","8.12","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","7","Angola","645","Disponibilité alimentaire en quantité (kg/personne/an)","2513","Orge","2013","2013","kg","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","7","Angola","645","Disponibilité alimentaire en quantité (kg/personne/an)","2514","Maïs","2013","2013","kg","38.8","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","7","Angola","645","Disponibilité alimentaire en quantité (kg/personne/an)","2516","Avoine","2013","2013","kg","0.01","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","7","Angola","645","Disponibilité alimentaire en quantité (kg/personne/an)","2517","Millet","2013","2013","kg","1.41","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","7","Angola","645","Disponibilité alimentaire en quantité (kg/personne/an)","2518","Sorgho","2013","2013","kg","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","8","Antigua-et-Barbuda","645","Disponibilité alimentaire en quantité (kg/personne/an)","2511","Blé","2013","2013","kg","62.06","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","8","Antigua-et-Barbuda","645","Disponibilité alimentaire en quantité (kg/personne/an)","2805","Riz (Eq Blanchi)","2013","2013","kg","9.46","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","8","Antigua-et-Barbuda","645","Disponibilité alimentaire en quantité (kg/personne/an)","2514","Maïs","2013","2013","kg","2.44","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","8","Antigua-et-Barbuda","645","Disponibilité alimentaire en quantité (kg/personne/an)","2515","Seigle","2013","2013","kg","0.01","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","8","Antigua-et-Barbuda","645","Disponibilité alimentaire en quantité (kg/personne/an)","2516","Avoine","2013","2013","kg","2.67","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","8","Antigua-et-Barbuda","645","Disponibilité alimentaire en quantité (kg/personne/an)","2520","Céréales, Autres","2013","2013","kg","1.01","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","194","Arabie saoudite","645","Disponibilité alimentaire en quantité (kg/personne/an)","2511","Blé","2013","2013","kg","89.47","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","194","Arabie saoudite","645","Disponibilité alimentaire en quantité (kg/personne/an)","2805","Riz (Eq Blanchi)","2013","2013","kg","36.02","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","194","Arabie saoudite","645","Disponibilité alimentaire en quantité (kg/personne/an)","2513","Orge","2013","2013","kg","0.01","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","194","Arabie saoudite","645","Disponibilité alimentaire en quantité (kg/personne/an)","2514","Maïs","2013","2013","kg","20.77","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","194","Arabie saoudite","645","Disponibilité alimentaire en quantité (kg/personne/an)","2515","Seigle","2013","2013","kg","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","194","Arabie saoudite","645","Disponibilité alimentaire en quantité (kg/personne/an)","2516","Avoine","2013","2013","kg","0.62","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","194","Arabie saoudite","645","Disponibilité alimentaire en quantité (kg/personne/an)","2517","Millet","2013","2013","kg","0.49","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","194","Arabie saoudite","645","Disponibilité alimentaire en quantité (kg/personne/an)","2518","Sorgho","2013","2013","kg","3.59","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","194","Arabie saoudite","645","Disponibilité alimentaire en quantité (kg/personne/an)","2520","Céréales, Autres","2013","2013","kg","2.98","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","9","Argentine","645","Disponibilité alimentaire en quantité (kg/personne/an)","2511","Blé","2013","2013","kg","103.11","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","9","Argentine","645","Disponibilité alimentaire en quantité (kg/personne/an)","2805","Riz (Eq Blanchi)","2013","2013","kg","8.77","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","9","Argentine","645","Disponibilité alimentaire en quantité (kg/personne/an)","2513","Orge","2013","2013","kg","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","9","Argentine","645","Disponibilité alimentaire en quantité (kg/personne/an)","2514","Maïs","2013","2013","kg","10.44","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","9","Argentine","645","Disponibilité alimentaire en quantité (kg/personne/an)","2515","Seigle","2013","2013","kg","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","9","Argentine","645","Disponibilité alimentaire en quantité (kg/personne/an)","2516","Avoine","2013","2013","kg","0.64","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","9","Argentine","645","Disponibilité alimentaire en quantité (kg/personne/an)","2520","Céréales, Autres","2013","2013","kg","0.47","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","1","Arménie","645","Disponibilité alimentaire en quantité (kg/personne/an)","2511","Blé","2013","2013","kg","130.6","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","1","Arménie","645","Disponibilité alimentaire en quantité (kg/personne/an)","2805","Riz (Eq Blanchi)","2013","2013","kg","3.18","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","1","Arménie","645","Disponibilité alimentaire en quantité (kg/personne/an)","2513","Orge","2013","2013","kg","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","1","Arménie","645","Disponibilité alimentaire en quantité (kg/personne/an)","2514","Maïs","2013","2013","kg","0.03","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","1","Arménie","645","Disponibilité alimentaire en quantité (kg/personne/an)","2515","Seigle","2013","2013","kg","0.12","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","1","Arménie","645","Disponibilité alimentaire en quantité (kg/personne/an)","2516","Avoine","2013","2013","kg","0.37","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","1","Arménie","645","Disponibilité alimentaire en quantité (kg/personne/an)","2520","Céréales, Autres","2013","2013","kg","1.96","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","10","Australie","645","Disponibilité alimentaire en quantité (kg/personne/an)","2511","Blé","2013","2013","kg","70.46","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","10","Australie","645","Disponibilité alimentaire en quantité (kg/personne/an)","2805","Riz (Eq Blanchi)","2013","2013","kg","11.03","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","10","Australie","645","Disponibilité alimentaire en quantité (kg/personne/an)","2514","Maïs","2013","2013","kg","4.94","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","10","Australie","645","Disponibilité alimentaire en quantité (kg/personne/an)","2515","Seigle","2013","2013","kg","1.03","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","10","Australie","645","Disponibilité alimentaire en quantité (kg/personne/an)","2516","Avoine","2013","2013","kg","0.17","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","10","Australie","645","Disponibilité alimentaire en quantité (kg/personne/an)","2520","Céréales, Autres","2013","2013","kg","0.08","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","11","Autriche","645","Disponibilité alimentaire en quantité (kg/personne/an)","2511","Blé","2013","2013","kg","81.1","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","11","Autriche","645","Disponibilité alimentaire en quantité (kg/personne/an)","2805","Riz (Eq Blanchi)","2013","2013","kg","3.7","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","11","Autriche","645","Disponibilité alimentaire en quantité (kg/personne/an)","2513","Orge","2013","2013","kg","0.39","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","11","Autriche","645","Disponibilité alimentaire en quantité (kg/personne/an)","2514","Maïs","2013","2013","kg","12.33","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","11","Autriche","645","Disponibilité alimentaire en quantité (kg/personne/an)","2515","Seigle","2013","2013","kg","12.15","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","11","Autriche","645","Disponibilité alimentaire en quantité (kg/personne/an)","2516","Avoine","2013","2013","kg","2.24","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","11","Autriche","645","Disponibilité alimentaire en quantité (kg/personne/an)","2520","Céréales, Autres","2013","2013","kg","0.01","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","52","Azerbaïdjan","645","Disponibilité alimentaire en quantité (kg/personne/an)","2511","Blé","2013","2013","kg","222.4","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","52","Azerbaïdjan","645","Disponibilité alimentaire en quantité (kg/personne/an)","2805","Riz (Eq Blanchi)","2013","2013","kg","2.04","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","52","Azerbaïdjan","645","Disponibilité alimentaire en quantité (kg/personne/an)","2513","Orge","2013","2013","kg","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","52","Azerbaïdjan","645","Disponibilité alimentaire en quantité (kg/personne/an)","2514","Maïs","2013","2013","kg","13.33","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","52","Azerbaïdjan","645","Disponibilité alimentaire en quantité (kg/personne/an)","2515","Seigle","2013","2013","kg","0.26","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","52","Azerbaïdjan","645","Disponibilité alimentaire en quantité (kg/personne/an)","2516","Avoine","2013","2013","kg","0.14","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","52","Azerbaïdjan","645","Disponibilité alimentaire en quantité (kg/personne/an)","2520","Céréales, Autres","2013","2013","kg","0.7","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","12","Bahamas","645","Disponibilité alimentaire en quantité (kg/personne/an)","2511","Blé","2013","2013","kg","39.98","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","12","Bahamas","645","Disponibilité alimentaire en quantité (kg/personne/an)","2805","Riz (Eq Blanchi)","2013","2013","kg","23.97","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","12","Bahamas","645","Disponibilité alimentaire en quantité (kg/personne/an)","2513","Orge","2013","2013","kg","3.14","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","12","Bahamas","645","Disponibilité alimentaire en quantité (kg/personne/an)","2514","Maïs","2013","2013","kg","3.59","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","12","Bahamas","645","Disponibilité alimentaire en quantité (kg/personne/an)","2515","Seigle","2013","2013","kg","0.31","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","12","Bahamas","645","Disponibilité alimentaire en quantité (kg/personne/an)","2516","Avoine","2013","2013","kg","1.72","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","12","Bahamas","645","Disponibilité alimentaire en quantité (kg/personne/an)","2520","Céréales, Autres","2013","2013","kg","1.07","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","16","Bangladesh","645","Disponibilité alimentaire en quantité (kg/personne/an)","2511","Blé","2013","2013","kg","17.47","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","16","Bangladesh","645","Disponibilité alimentaire en quantité (kg/personne/an)","2805","Riz (Eq Blanchi)","2013","2013","kg","171.73","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","16","Bangladesh","645","Disponibilité alimentaire en quantité (kg/personne/an)","2513","Orge","2013","2013","kg","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","16","Bangladesh","645","Disponibilité alimentaire en quantité (kg/personne/an)","2514","Maïs","2013","2013","kg","0.8","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","16","Bangladesh","645","Disponibilité alimentaire en quantité (kg/personne/an)","2516","Avoine","2013","2013","kg","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","16","Bangladesh","645","Disponibilité alimentaire en quantité (kg/personne/an)","2517","Millet","2013","2013","kg","0.08","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","16","Bangladesh","645","Disponibilité alimentaire en quantité (kg/personne/an)","2518","Sorgho","2013","2013","kg","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","16","Bangladesh","645","Disponibilité alimentaire en quantité (kg/personne/an)","2520","Céréales, Autres","2013","2013","kg","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","14","Barbade","645","Disponibilité alimentaire en quantité (kg/personne/an)","2511","Blé","2013","2013","kg","65.71","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","14","Barbade","645","Disponibilité alimentaire en quantité (kg/personne/an)","2805","Riz (Eq Blanchi)","2013","2013","kg","15.66","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","14","Barbade","645","Disponibilité alimentaire en quantité (kg/personne/an)","2513","Orge","2013","2013","kg","0.01","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","14","Barbade","645","Disponibilité alimentaire en quantité (kg/personne/an)","2514","Maïs","2013","2013","kg","11.9","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","14","Barbade","645","Disponibilité alimentaire en quantité (kg/personne/an)","2515","Seigle","2013","2013","kg","0.01","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","14","Barbade","645","Disponibilité alimentaire en quantité (kg/personne/an)","2516","Avoine","2013","2013","kg","1.04","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","14","Barbade","645","Disponibilité alimentaire en quantité (kg/personne/an)","2520","Céréales, Autres","2013","2013","kg","2.56","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","57","Bélarus","645","Disponibilité alimentaire en quantité (kg/personne/an)","2511","Blé","2013","2013","kg","60.48","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","57","Bélarus","645","Disponibilité alimentaire en quantité (kg/personne/an)","2805","Riz (Eq Blanchi)","2013","2013","kg","3.17","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","57","Bélarus","645","Disponibilité alimentaire en quantité (kg/personne/an)","2513","Orge","2013","2013","kg","4.27","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","57","Bélarus","645","Disponibilité alimentaire en quantité (kg/personne/an)","2514","Maïs","2013","2013","kg","0.57","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","57","Bélarus","645","Disponibilité alimentaire en quantité (kg/personne/an)","2515","Seigle","2013","2013","kg","27.37","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","57","Bélarus","645","Disponibilité alimentaire en quantité (kg/personne/an)","2516","Avoine","2013","2013","kg","8.55","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","57","Bélarus","645","Disponibilité alimentaire en quantité (kg/personne/an)","2517","Millet","2013","2013","kg","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","57","Bélarus","645","Disponibilité alimentaire en quantité (kg/personne/an)","2520","Céréales, Autres","2013","2013","kg","6.75","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","255","Belgique","645","Disponibilité alimentaire en quantité (kg/personne/an)","2511","Blé","2013","2013","kg","111.91","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","255","Belgique","645","Disponibilité alimentaire en quantité (kg/personne/an)","2805","Riz (Eq Blanchi)","2013","2013","kg","8.61","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","255","Belgique","645","Disponibilité alimentaire en quantité (kg/personne/an)","2513","Orge","2013","2013","kg","0.37","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","255","Belgique","645","Disponibilité alimentaire en quantité (kg/personne/an)","2514","Maïs","2013","2013","kg","2.22","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","255","Belgique","645","Disponibilité alimentaire en quantité (kg/personne/an)","2515","Seigle","2013","2013","kg","0.6","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","255","Belgique","645","Disponibilité alimentaire en quantité (kg/personne/an)","2516","Avoine","2013","2013","kg","0.16","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","255","Belgique","645","Disponibilité alimentaire en quantité (kg/personne/an)","2520","Céréales, Autres","2013","2013","kg","0.06","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","23","Belize","645","Disponibilité alimentaire en quantité (kg/personne/an)","2511","Blé","2013","2013","kg","54.06","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","23","Belize","645","Disponibilité alimentaire en quantité (kg/personne/an)","2805","Riz (Eq Blanchi)","2013","2013","kg","28.42","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","23","Belize","645","Disponibilité alimentaire en quantité (kg/personne/an)","2513","Orge","2013","2013","kg","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","23","Belize","645","Disponibilité alimentaire en quantité (kg/personne/an)","2514","Maïs","2013","2013","kg","31.75","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","23","Belize","645","Disponibilité alimentaire en quantité (kg/personne/an)","2516","Avoine","2013","2013","kg","1.78","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","23","Belize","645","Disponibilité alimentaire en quantité (kg/personne/an)","2518","Sorgho","2013","2013","kg","4.8","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","23","Belize","645","Disponibilité alimentaire en quantité (kg/personne/an)","2520","Céréales, Autres","2013","2013","kg","0.02","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","53","Bénin","645","Disponibilité alimentaire en quantité (kg/personne/an)","2511","Blé","2013","2013","kg","13.06","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","53","Bénin","645","Disponibilité alimentaire en quantité (kg/personne/an)","2805","Riz (Eq Blanchi)","2013","2013","kg","53.44","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","53","Bénin","645","Disponibilité alimentaire en quantité (kg/personne/an)","2513","Orge","2013","2013","kg","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","53","Bénin","645","Disponibilité alimentaire en quantité (kg/personne/an)","2514","Maïs","2013","2013","kg","42.7","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","53","Bénin","645","Disponibilité alimentaire en quantité (kg/personne/an)","2516","Avoine","2013","2013","kg","0.01","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","53","Bénin","645","Disponibilité alimentaire en quantité (kg/personne/an)","2517","Millet","2013","2013","kg","1.39","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","53","Bénin","645","Disponibilité alimentaire en quantité (kg/personne/an)","2518","Sorgho","2013","2013","kg","8.68","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","53","Bénin","645","Disponibilité alimentaire en quantité (kg/personne/an)","2520","Céréales, Autres","2013","2013","kg","0.15","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","17","Bermudes","645","Disponibilité alimentaire en quantité (kg/personne/an)","2511","Blé","2013","2013","kg","54.88","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","17","Bermudes","645","Disponibilité alimentaire en quantité (kg/personne/an)","2805","Riz (Eq Blanchi)","2013","2013","kg","5.38","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","17","Bermudes","645","Disponibilité alimentaire en quantité (kg/personne/an)","2513","Orge","2013","2013","kg","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","17","Bermudes","645","Disponibilité alimentaire en quantité (kg/personne/an)","2514","Maïs","2013","2013","kg","2.9","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","17","Bermudes","645","Disponibilité alimentaire en quantité (kg/personne/an)","2520","Céréales, Autres","2013","2013","kg","0.52","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","19","Bolivie (État plurinational de)","645","Disponibilité alimentaire en quantité (kg/personne/an)","2511","Blé","2013","2013","kg","49.99","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","19","Bolivie (État plurinational de)","645","Disponibilité alimentaire en quantité (kg/personne/an)","2805","Riz (Eq Blanchi)","2013","2013","kg","26.99","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","19","Bolivie (État plurinational de)","645","Disponibilité alimentaire en quantité (kg/personne/an)","2513","Orge","2013","2013","kg","0.01","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","19","Bolivie (État plurinational de)","645","Disponibilité alimentaire en quantité (kg/personne/an)","2514","Maïs","2013","2013","kg","38.86","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","19","Bolivie (État plurinational de)","645","Disponibilité alimentaire en quantité (kg/personne/an)","2515","Seigle","2013","2013","kg","0.01","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","19","Bolivie (État plurinational de)","645","Disponibilité alimentaire en quantité (kg/personne/an)","2516","Avoine","2013","2013","kg","0.86","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","19","Bolivie (État plurinational de)","645","Disponibilité alimentaire en quantité (kg/personne/an)","2520","Céréales, Autres","2013","2013","kg","2.27","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","80","Bosnie-Herzégovine","645","Disponibilité alimentaire en quantité (kg/personne/an)","2511","Blé","2013","2013","kg","93.56","Fc","Donnée calculée"
